user_id,restaurant_id,rating,timestamp
U064,R097,4,2024-10-01 11:16:13.530071
U070,R111,2,2025-01-24 11:16:13.530075
U087,R071,2,2025-01-23 11:16:13.530079
U004,R078,4,2024-08-25 11:16:13.530083
U070,R141,1,2024-11-18 11:16:13.530087
U039,R071,4,2024-12-31 11:16:13.530091
U023,R100,4,2024-08-22 11:16:13.530095
U088,R169,2,2024-08-11 11:16:13.530099
U021,R136,5,2025-01-21 11:16:13.530103
U074,R025,1,2024-12-11 11:16:13.530107
U022,R090,2,2025-06-22 11:16:13.530111
U073,R128,1,2025-01-01 11:16:13.530115
U032,R108,1,2024-11-04 11:16:13.530119
U070,R089,5,2024-09-15 11:16:13.530123
U025,R023,2,2024-12-19 11:16:13.530126
U043,R197,5,2025-03-25 11:16:13.530130
U081,R080,4,2024-09-21 11:16:13.530134
U009,R129,1,2024-11-19 11:16:13.530138
U024,R077,2,2025-01-03 11:16:13.530142
U075,R019,1,2025-06-04 11:16:13.530146
U049,R076,2,2025-05-06 11:16:13.530150
U024,R118,2,2024-10-05 11:16:13.530154
U038,R035,1,2025-02-15 11:16:13.530158
U018,R086,3,2024-12-09 11:16:13.530162
U001,R071,3,2025-03-23 11:16:13.530166
U058,R093,1,2024-09-08 11:16:13.530170
U052,R102,1,2025-01-29 11:16:13.530174
U077,R080,4,2024-08-16 11:16:13.530178
U057,R172,5,2024-09-22 11:16:13.530182
U055,R130,5,2025-03-02 11:16:13.530185
U090,R142,3,2024-12-31 11:16:13.530189
U072,R108,2,2025-06-06 11:16:13.530193
U051,R174,3,2024-07-28 11:16:13.530197
U032,R139,5,2024-09-24 11:16:13.530201
U042,R168,2,2024-12-11 11:16:13.530205
U054,R166,2,2024-07-19 11:16:13.530208
U036,R175,4,2025-01-06 11:16:13.530213
U039,R039,3,2024-11-18 11:16:13.530217
U013,R071,5,2025-03-17 11:16:13.530221
U055,R173,1,2025-03-11 11:16:13.530225
U007,R072,5,2024-09-30 11:16:13.530229
U094,R016,3,2025-03-28 11:16:13.530232
U026,R147,5,2024-08-21 11:16:13.530236
U009,R045,5,2025-06-03 11:16:13.530240
U011,R055,2,2025-04-11 11:16:13.530244
U041,R083,4,2024-09-22 11:16:13.530248
U077,R070,5,2024-11-24 11:16:13.530252
U052,R092,3,2025-06-12 11:16:13.530255
U055,R139,3,2025-07-09 11:16:13.530259
U017,R007,1,2025-01-19 11:16:13.530263
U031,R057,2,2025-04-18 11:16:13.530267
U019,R014,1,2025-07-09 11:16:13.530271
U080,R063,1,2024-10-05 11:16:13.530275
U064,R192,3,2025-02-03 11:16:13.530279
U088,R005,4,2025-05-19 11:16:13.530283
U066,R170,5,2025-06-02 11:16:13.530287
U057,R017,1,2025-01-28 11:16:13.530298
U042,R114,4,2024-12-08 11:16:13.530312
U046,R034,3,2025-04-03 11:16:13.530326
U063,R038,2,2025-05-29 11:16:13.530338
U010,R120,2,2024-09-04 11:16:13.530348
U045,R004,1,2025-05-06 11:16:13.530359
U054,R091,5,2024-07-31 11:16:13.530369
U021,R010,2,2025-05-23 11:16:13.530376
U080,R032,3,2024-07-16 11:16:13.530380
U026,R062,5,2024-09-16 11:16:13.530384
U064,R141,4,2025-04-09 11:16:13.530388
U074,R081,5,2025-03-25 11:16:13.530392
U088,R020,5,2025-05-23 11:16:13.530396
U023,R011,3,2024-10-08 11:16:13.530400
U061,R036,3,2024-12-30 11:16:13.530404
U029,R051,5,2025-03-14 11:16:13.530408
U061,R015,4,2024-10-23 11:16:13.530412
U035,R139,1,2025-02-11 11:16:13.530416
U044,R135,2,2024-07-28 11:16:13.530420
U088,R167,3,2025-04-25 11:16:13.530424
U021,R104,5,2025-03-28 11:16:13.530428
U004,R179,2,2025-04-08 11:16:13.530431
U062,R062,3,2025-06-29 11:16:13.530435
U022,R077,5,2024-07-22 11:16:13.530439
U047,R123,1,2024-07-13 11:16:13.530443
U030,R163,1,2024-09-10 11:16:13.530447
U078,R085,5,2024-10-15 11:16:13.530451
U038,R023,2,2025-04-10 11:16:13.530455
U080,R035,4,2025-01-25 11:16:13.530459
U091,R167,4,2025-07-04 11:16:13.530462
U079,R080,3,2025-05-16 11:16:13.530467
U031,R061,5,2025-03-30 11:16:13.530470
U093,R153,2,2025-01-21 11:16:13.530475
U052,R167,2,2025-03-09 11:16:13.530479
U037,R125,2,2025-01-01 11:16:13.530483
U098,R065,3,2024-12-14 11:16:13.530487
U098,R163,1,2025-04-06 11:16:13.530490
U046,R195,1,2024-09-20 11:16:13.530494
U008,R121,2,2024-11-07 11:16:13.530498
U002,R112,2,2024-09-20 11:16:13.530502
U060,R055,2,2024-08-10 11:16:13.530506
U034,R171,1,2024-10-23 11:16:13.530510
U071,R012,2,2024-12-07 11:16:13.530513
U062,R033,2,2024-08-16 11:16:13.530517
U020,R112,1,2024-12-23 11:16:13.530521
U065,R022,4,2024-08-25 11:16:13.530525
U001,R088,2,2024-11-11 11:16:13.530529
U053,R036,3,2024-12-15 11:16:13.530533
U058,R121,5,2024-09-14 11:16:13.530537
U041,R147,4,2025-05-20 11:16:13.530541
U052,R151,1,2025-04-06 11:16:13.530544
U043,R021,2,2025-01-15 11:16:13.530548
U074,R140,1,2025-01-18 11:16:13.530552
U081,R088,4,2024-11-28 11:16:13.530556
U047,R097,2,2024-09-05 11:16:13.530560
U001,R182,4,2024-10-18 11:16:13.530564
U094,R076,4,2025-05-06 11:16:13.530568
U088,R084,4,2025-04-18 11:16:13.530572
U009,R181,2,2024-11-12 11:16:13.530575
U023,R060,5,2025-05-22 11:16:13.530579
U071,R056,4,2024-09-19 11:16:13.530583
U040,R107,1,2024-09-20 11:16:13.530587
U001,R048,4,2025-04-20 11:16:13.530591
U072,R126,5,2025-01-12 11:16:13.530595
U016,R133,2,2024-09-04 11:16:13.530599
U074,R175,3,2025-04-17 11:16:13.530603
U075,R106,4,2024-11-22 11:16:13.530606
U029,R063,3,2024-12-17 11:16:13.530610
U012,R113,3,2024-08-15 11:16:13.530614
U031,R153,2,2024-07-16 11:16:13.530618
U046,R139,1,2025-01-18 11:16:13.530622
U076,R168,4,2024-12-12 11:16:13.530626
U007,R178,3,2024-10-15 11:16:13.530630
U044,R109,5,2024-12-29 11:16:13.530634
U003,R096,1,2025-06-03 11:16:13.530638
U062,R116,3,2025-06-21 11:16:13.530642
U027,R173,5,2025-05-21 11:16:13.530646
U092,R162,3,2024-10-01 11:16:13.530650
U066,R130,4,2024-12-25 11:16:13.530654
U040,R063,5,2025-04-11 11:16:13.530657
U052,R129,2,2025-04-03 11:16:13.530703
U045,R158,4,2025-05-26 11:16:13.530707
U079,R136,3,2025-01-25 11:16:13.530711
U058,R023,3,2025-03-29 11:16:13.530715
U065,R035,2,2025-02-11 11:16:13.530719
U064,R099,3,2024-10-11 11:16:13.530723
U098,R012,3,2025-01-09 11:16:13.530727
U100,R070,2,2024-10-12 11:16:13.530731
U089,R180,2,2025-02-09 11:16:13.530735
U077,R079,2,2025-06-24 11:16:13.530739
U020,R191,4,2025-05-02 11:16:13.530743
U026,R198,3,2025-02-02 11:16:13.530747
U010,R017,1,2025-01-30 11:16:13.530750
U049,R104,3,2025-01-01 11:16:13.530754
U015,R186,5,2024-07-15 11:16:13.530758
U055,R193,5,2025-05-24 11:16:13.530762
U009,R071,4,2025-01-04 11:16:13.530766
U070,R132,4,2024-09-14 11:16:13.530770
U022,R150,1,2025-04-08 11:16:13.530774
U016,R177,3,2024-08-31 11:16:13.530778
U061,R036,1,2024-12-11 11:16:13.530781
U054,R197,3,2025-05-04 11:16:13.530785
U096,R026,2,2025-01-26 11:16:13.530789
U048,R082,4,2025-07-09 11:16:13.530793
U038,R140,2,2025-03-11 11:16:13.530797
U074,R113,5,2024-08-11 11:16:13.530801
U096,R127,5,2025-04-05 11:16:13.530805
U096,R057,1,2024-09-18 11:16:13.530809
U015,R004,2,2025-02-17 11:16:13.530813
U048,R016,4,2025-01-17 11:16:13.530816
U015,R112,5,2025-01-24 11:16:13.530820
U057,R127,4,2024-10-26 11:16:13.530824
U001,R100,5,2025-05-18 11:16:13.530828
U094,R200,3,2024-10-03 11:16:13.530832
U032,R019,3,2024-09-05 11:16:13.530836
U022,R014,1,2025-06-27 11:16:13.530840
U075,R152,4,2025-02-02 11:16:13.530844
U050,R056,5,2024-08-28 11:16:13.530848
U006,R121,4,2024-10-05 11:16:13.530852
U044,R083,2,2025-03-08 11:16:13.530856
U066,R173,5,2024-12-20 11:16:13.530860
U031,R091,4,2024-09-26 11:16:13.530863
U080,R186,3,2025-01-04 11:16:13.530867
U017,R126,4,2024-11-28 11:16:13.530871
U073,R071,1,2025-04-12 11:16:13.530875
U097,R005,1,2025-01-02 11:16:13.530879
U091,R171,5,2024-07-28 11:16:13.530883
U013,R140,1,2024-09-22 11:16:13.530886
U067,R038,4,2024-09-07 11:16:13.530890
U005,R153,5,2024-08-10 11:16:13.530894
U024,R133,1,2024-12-12 11:16:13.530898
U033,R171,2,2024-07-20 11:16:13.530902
U056,R069,4,2024-12-14 11:16:13.530906
U025,R046,2,2025-03-20 11:16:13.530909
U054,R043,5,2024-12-14 11:16:13.530913
U075,R146,5,2024-10-23 11:16:13.530917
U083,R138,2,2025-06-17 11:16:13.530921
U082,R124,5,2025-06-23 11:16:13.530925
U007,R159,2,2025-02-06 11:16:13.530929
U088,R104,5,2025-03-04 11:16:13.530933
U073,R014,1,2024-10-06 11:16:13.530937
U040,R137,2,2024-07-31 11:16:13.530940
U034,R034,2,2024-07-24 11:16:13.530944
U036,R200,5,2024-12-09 11:16:13.530948
U038,R189,2,2024-09-13 11:16:13.530952
U062,R035,4,2025-03-03 11:16:13.530956
U012,R037,5,2024-12-10 11:16:13.530960
U080,R190,4,2024-11-15 11:16:13.530964
U078,R153,4,2024-10-13 11:16:13.530967
U035,R083,1,2025-04-17 11:16:13.530971
U070,R107,5,2025-06-03 11:16:13.530975
U060,R132,2,2024-12-18 11:16:13.530979
U094,R119,5,2024-12-07 11:16:13.530983
U046,R013,4,2024-09-28 11:16:13.530986
U069,R155,4,2025-05-31 11:16:13.530990
U011,R102,5,2025-06-11 11:16:13.530994
U001,R095,1,2024-11-24 11:16:13.530998
U019,R066,4,2025-04-13 11:16:13.531002
U049,R199,2,2025-05-15 11:16:13.531006
U100,R160,1,2025-04-19 11:16:13.531009
U049,R070,1,2024-09-04 11:16:13.531013
U057,R104,5,2025-04-06 11:16:13.531017
U018,R184,3,2024-11-03 11:16:13.531021
U005,R058,3,2024-08-17 11:16:13.531025
U043,R064,4,2025-02-10 11:16:13.531029
U039,R102,4,2024-10-14 11:16:13.531033
U020,R170,4,2024-08-03 11:16:13.531037
U098,R175,3,2025-03-08 11:16:13.531041
U053,R163,3,2025-07-04 11:16:13.531044
U028,R198,2,2025-05-31 11:16:13.531048
U089,R044,3,2024-11-26 11:16:13.531052
U025,R121,2,2024-07-17 11:16:13.531056
U043,R007,4,2025-05-14 11:16:13.531060
U007,R054,1,2025-04-06 11:16:13.531064
U066,R163,5,2025-02-14 11:16:13.531068
U065,R081,4,2024-10-19 11:16:13.531071
U061,R197,3,2025-03-10 11:16:13.531075
U085,R058,3,2024-08-25 11:16:13.531079
U066,R003,2,2025-01-15 11:16:13.531083
U014,R019,1,2024-09-04 11:16:13.531087
U004,R142,4,2025-06-14 11:16:13.531091
U079,R001,4,2025-06-24 11:16:13.531094
U005,R069,5,2025-03-11 11:16:13.531098
U007,R084,1,2025-01-09 11:16:13.531102
U027,R015,4,2025-04-29 11:16:13.531106
U021,R190,5,2025-04-06 11:16:13.531110
U081,R174,4,2025-04-30 11:16:13.531114
U085,R164,3,2024-09-26 11:16:13.531118
U096,R019,3,2024-09-27 11:16:13.531122
U005,R135,3,2025-02-03 11:16:13.531126
U012,R198,3,2024-12-30 11:16:13.531130
U087,R072,2,2024-10-01 11:16:13.531133
U045,R016,4,2024-11-24 11:16:13.531137
U063,R152,4,2025-01-01 11:16:13.531141
U058,R119,1,2024-12-02 11:16:13.531145
U001,R061,5,2024-10-27 11:16:13.531149
U055,R176,3,2025-04-17 11:16:13.531153
U042,R075,4,2025-04-18 11:16:13.531157
U027,R143,3,2025-05-03 11:16:13.531161
U081,R039,1,2024-07-17 11:16:13.531165
U094,R122,3,2024-12-19 11:16:13.531168
U096,R182,5,2024-10-09 11:16:13.531172
U084,R011,2,2024-09-27 11:16:13.531176
U068,R106,4,2025-04-15 11:16:13.531180
U030,R044,2,2025-06-24 11:16:13.531185
U029,R105,4,2024-12-06 11:16:13.531189
U061,R163,2,2024-08-09 11:16:13.531193
U038,R116,2,2024-12-07 11:16:13.531197
U009,R057,5,2025-05-24 11:16:13.531201
U055,R099,5,2024-07-28 11:16:13.531205
U067,R076,5,2025-06-09 11:16:13.531209
U079,R088,2,2024-11-24 11:16:13.531213
U091,R060,4,2024-12-16 11:16:13.531218
U083,R092,2,2025-06-27 11:16:13.531223
U056,R195,1,2024-08-02 11:16:13.531227
U081,R063,2,2024-10-03 11:16:13.531231
U014,R179,3,2025-05-27 11:16:13.531235
U070,R186,2,2025-03-20 11:16:13.531239
U091,R199,4,2025-01-20 11:16:13.531244
U054,R032,4,2024-09-23 11:16:13.531248
U057,R133,2,2025-07-11 11:16:13.531252
U059,R104,2,2025-05-23 11:16:13.531256
U010,R065,1,2025-05-17 11:16:13.531260
U076,R071,1,2025-04-22 11:16:13.531264
U013,R061,1,2024-09-26 11:16:13.531267
U002,R175,2,2025-03-28 11:16:13.531271
U082,R126,4,2024-09-07 11:16:13.531276
U055,R045,2,2025-03-25 11:16:13.531280
U032,R174,4,2025-03-18 11:16:13.531283
U023,R057,2,2024-10-25 11:16:13.531287
U012,R020,1,2024-12-11 11:16:13.531291
U010,R070,3,2024-10-01 11:16:13.531295
U099,R012,4,2025-06-09 11:16:13.531299
U055,R190,1,2025-07-04 11:16:13.531303
U056,R153,5,2024-11-05 11:16:13.531307
U005,R087,2,2024-10-07 11:16:13.531310
U089,R021,3,2025-04-15 11:16:13.531314
U086,R055,1,2025-01-22 11:16:13.531318
U007,R156,4,2024-08-18 11:16:13.531322
U017,R189,3,2025-03-15 11:16:13.531326
U096,R020,2,2025-07-05 11:16:13.531330
U097,R193,1,2025-07-06 11:16:13.531334
U003,R060,5,2024-08-13 11:16:13.531337
U097,R099,5,2025-01-31 11:16:13.531341
U053,R199,4,2024-12-15 11:16:13.531345
U081,R121,1,2025-02-09 11:16:13.531349
U036,R162,3,2024-12-12 11:16:13.531353
U063,R165,2,2024-08-05 11:16:13.531357
U097,R105,3,2024-09-23 11:16:13.531360
U018,R125,4,2024-10-20 11:16:13.531364
U051,R082,2,2025-07-08 11:16:13.531368
U058,R129,1,2024-12-14 11:16:13.531372
U048,R128,3,2024-09-01 11:16:13.531376
U045,R181,1,2025-06-01 11:16:13.531380
U048,R112,1,2025-03-13 11:16:13.531384
U080,R045,4,2024-11-27 11:16:13.531388
U062,R050,4,2025-01-18 11:16:13.531392
U061,R147,3,2025-02-02 11:16:13.531396
U031,R017,3,2025-01-20 11:16:13.531400
U022,R113,1,2024-09-29 11:16:13.531404
U019,R026,2,2025-01-31 11:16:13.531408
U087,R139,5,2025-02-13 11:16:13.531412
U083,R194,4,2024-08-17 11:16:13.531415
U029,R004,4,2025-01-14 11:16:13.531419
U074,R147,5,2025-02-09 11:16:13.531423
U006,R101,2,2025-03-03 11:16:13.531427
U036,R143,2,2025-04-11 11:16:13.531431
U024,R121,3,2025-05-26 11:16:13.531435
U078,R097,2,2025-03-10 11:16:13.531438
U029,R090,2,2024-10-03 11:16:13.531442
U072,R002,2,2025-03-05 11:16:13.531446
U057,R160,2,2024-07-17 11:16:13.531450
U017,R034,1,2024-09-27 11:16:13.531454
U016,R167,5,2025-06-11 11:16:13.531458
U019,R181,3,2025-06-16 11:16:13.531462
U083,R125,5,2025-06-10 11:16:13.531466
U003,R103,4,2024-11-22 11:16:13.531470
U066,R129,1,2024-08-01 11:16:13.531474
U062,R038,3,2025-02-11 11:16:13.531477
U071,R074,4,2024-10-08 11:16:13.531481
U054,R012,5,2024-10-27 11:16:13.531485
U005,R176,5,2025-05-30 11:16:13.531489
U070,R029,2,2025-04-01 11:16:13.531493
U022,R138,1,2024-10-20 11:16:13.531497
U019,R155,4,2025-06-11 11:16:13.531501
U072,R046,4,2025-07-08 11:16:13.531505
U010,R047,4,2025-01-03 11:16:13.531509
U016,R190,1,2024-07-31 11:16:13.531513
U021,R178,1,2024-09-21 11:16:13.531517
U065,R064,2,2025-03-06 11:16:13.531521
U040,R191,5,2024-08-07 11:16:13.531525
U029,R116,3,2024-07-29 11:16:13.531528
U007,R057,5,2025-02-02 11:16:13.531532
U048,R046,3,2024-08-31 11:16:13.531536
U049,R053,2,2024-12-18 11:16:13.531540
U073,R083,1,2025-03-18 11:16:13.531544
U022,R121,4,2024-10-05 11:16:13.531548
U045,R030,2,2025-02-08 11:16:13.531552
U019,R162,5,2024-10-21 11:16:13.531556
U006,R159,4,2024-09-26 11:16:13.531560
U093,R141,4,2025-05-26 11:16:13.531563
U079,R077,5,2025-01-27 11:16:13.531567
U096,R064,2,2024-10-05 11:16:13.531571
U087,R193,1,2025-06-26 11:16:13.531575
U097,R196,4,2024-09-07 11:16:13.531579
U026,R159,1,2025-04-06 11:16:13.531583
U079,R197,3,2025-06-12 11:16:13.531587
U044,R127,3,2025-05-11 11:16:13.531591
U072,R056,5,2025-07-07 11:16:13.531595
U087,R100,3,2025-03-24 11:16:13.531599
U040,R138,5,2025-03-09 11:16:13.531602
U083,R186,4,2024-12-18 11:16:13.531606
U099,R196,3,2025-01-15 11:16:13.531610
U033,R170,2,2024-10-14 11:16:13.531614
U041,R162,3,2025-06-25 11:16:13.531618
U087,R052,3,2024-09-01 11:16:13.531622
U066,R028,5,2025-04-16 11:16:13.531626
U095,R153,5,2024-09-05 11:16:13.531630
U041,R179,1,2024-07-17 11:16:13.531633
U052,R167,1,2024-10-07 11:16:13.531637
U012,R152,2,2024-07-31 11:16:13.531641
U073,R124,5,2025-04-12 11:16:13.531645
U048,R185,1,2024-09-03 11:16:13.531649
U023,R120,3,2025-02-13 11:16:13.531653
U014,R121,2,2025-05-12 11:16:13.531658
U049,R059,2,2025-03-10 11:16:13.531662
U007,R060,5,2024-12-03 11:16:13.531666
U033,R001,3,2025-01-21 11:16:13.531670
U038,R097,3,2025-02-04 11:16:13.531674
U002,R085,1,2024-10-06 11:16:13.531678
U089,R154,2,2024-12-10 11:16:13.531682
U068,R096,3,2024-07-20 11:16:13.531686
U016,R052,2,2024-12-10 11:16:13.531690
U041,R130,4,2025-05-12 11:16:13.531694
U082,R067,1,2024-10-20 11:16:13.531698
U084,R072,5,2024-12-19 11:16:13.531702
U046,R078,4,2025-04-07 11:16:13.531706
U088,R135,5,2025-04-23 11:16:13.531710
U100,R158,3,2025-04-08 11:16:13.531714
U005,R069,1,2025-03-05 11:16:13.531718
U027,R192,4,2025-06-08 11:16:13.531722
U079,R161,1,2025-03-25 11:16:13.531726
U016,R161,4,2025-03-30 11:16:13.531730
U062,R069,4,2024-10-04 11:16:13.531734
U053,R110,4,2024-10-17 11:16:13.531738
U064,R078,2,2025-02-26 11:16:13.531743
U041,R103,4,2025-04-05 11:16:13.531748
U077,R164,4,2025-05-09 11:16:13.531751
U088,R064,1,2024-10-03 11:16:13.531755
U077,R178,1,2025-01-28 11:16:13.531759
U079,R053,1,2024-09-21 11:16:13.531764
U083,R190,2,2025-01-12 11:16:13.531768
U097,R090,5,2024-11-15 11:16:13.531771
U078,R176,4,2025-07-03 11:16:13.531776
U076,R093,4,2024-08-04 11:16:13.531780
U008,R031,2,2024-10-29 11:16:13.531784
U074,R025,1,2024-12-22 11:16:13.531788
U057,R196,5,2025-01-02 11:16:13.531792
U075,R128,4,2024-08-16 11:16:13.531796
U051,R077,3,2025-02-25 11:16:13.531800
U014,R013,4,2025-03-19 11:16:13.531804
U092,R016,3,2025-04-03 11:16:13.531808
U012,R031,5,2024-07-16 11:16:13.531812
U099,R001,5,2024-12-11 11:16:13.531816
U088,R103,3,2024-10-13 11:16:13.531820
U014,R061,1,2024-07-14 11:16:13.531824
U007,R010,4,2024-11-11 11:16:13.531829
U007,R108,5,2025-05-14 11:16:13.531833
U050,R155,5,2025-01-24 11:16:13.531837
U003,R170,4,2025-02-28 11:16:13.531841
U068,R060,5,2025-06-10 11:16:13.531845
U049,R075,3,2025-01-02 11:16:13.531849
U036,R156,4,2025-01-23 11:16:13.531853
U053,R158,3,2024-07-18 11:16:13.531857
U016,R115,5,2025-04-02 11:16:13.531861
U027,R048,3,2024-08-21 11:16:13.531865
U068,R033,4,2025-02-11 11:16:13.531869
U074,R156,5,2024-10-07 11:16:13.531873
U042,R043,1,2024-07-31 11:16:13.531878
U088,R040,5,2025-06-26 11:16:13.531882
U007,R057,2,2024-12-10 11:16:13.531886
U036,R026,4,2024-09-04 11:16:13.531890
U037,R098,2,2024-12-10 11:16:13.531894
U084,R008,2,2025-06-05 11:16:13.531898
U005,R046,2,2025-02-16 11:16:13.531902
U012,R070,4,2025-05-10 11:16:13.531906
U021,R012,3,2024-11-18 11:16:13.531910
U090,R156,1,2024-08-27 11:16:13.531914
U010,R186,1,2024-08-13 11:16:13.531918
U043,R110,5,2025-07-09 11:16:13.531922
U022,R176,3,2024-12-29 11:16:13.531926
U001,R194,3,2025-04-12 11:16:13.531930
U042,R042,1,2025-02-16 11:16:13.531934
U034,R093,5,2025-05-02 11:16:13.531938
U073,R170,4,2025-06-23 11:16:13.531942
U037,R188,3,2024-11-30 11:16:13.531946
U015,R020,1,2024-12-12 11:16:13.531950
U049,R045,1,2024-09-11 11:16:13.531954
U068,R098,2,2025-03-20 11:16:13.531958
U074,R168,2,2024-10-13 11:16:13.531962
U061,R043,3,2025-05-13 11:16:13.531966
U075,R011,4,2025-04-23 11:16:13.531970
U077,R074,2,2024-08-10 11:16:13.531974
U037,R071,1,2025-03-30 11:16:13.531978
U017,R090,3,2025-05-24 11:16:13.531982
U092,R144,5,2025-05-05 11:16:13.531986
U079,R106,2,2024-09-20 11:16:13.531991
U075,R071,1,2024-12-03 11:16:13.531995
U039,R096,1,2025-04-26 11:16:13.531999
U020,R101,5,2024-10-24 11:16:13.532003
U097,R101,2,2025-04-13 11:16:13.532007
U065,R042,4,2025-06-20 11:16:13.532011
U008,R163,2,2025-06-08 11:16:13.532015
U064,R104,2,2024-09-08 11:16:13.532019
U045,R076,1,2025-04-06 11:16:13.532023
U016,R011,2,2025-04-09 11:16:13.532027
U023,R044,2,2024-07-29 11:16:13.532031
U044,R120,5,2024-09-06 11:16:13.532035
U058,R005,3,2025-04-08 11:16:13.532039
U082,R162,1,2025-02-22 11:16:13.532043
U079,R099,2,2024-12-14 11:16:13.532047
U027,R189,4,2024-12-22 11:16:13.532051
U036,R098,2,2024-09-20 11:16:13.532055
U062,R134,2,2025-01-13 11:16:13.532059
U029,R088,1,2024-09-24 11:16:13.532063
U006,R163,3,2024-10-18 11:16:13.532067
U012,R084,4,2025-03-08 11:16:13.532071
U026,R053,3,2025-01-29 11:16:13.532075
U015,R161,2,2024-08-01 11:16:13.532079
U022,R041,3,2024-12-14 11:16:13.532083
U011,R131,1,2025-01-08 11:16:13.532087
U066,R191,1,2025-03-04 11:16:13.532091
U079,R159,2,2025-03-05 11:16:13.532095
U028,R190,4,2024-12-23 11:16:13.532100
U019,R103,1,2024-11-28 11:16:13.532104
U028,R086,5,2024-11-26 11:16:13.532108
U030,R127,4,2025-07-02 11:16:13.532112
U032,R025,5,2025-01-19 11:16:13.532116
U062,R014,2,2024-11-01 11:16:13.532120
U044,R052,3,2025-06-26 11:16:13.532124
U030,R175,4,2024-10-26 11:16:13.532128
U090,R043,3,2024-08-30 11:16:13.532132
U082,R132,1,2025-02-22 11:16:13.532136
U034,R123,1,2025-01-30 11:16:13.532140
U034,R094,3,2024-09-22 11:16:13.532144
U065,R177,4,2024-11-16 11:16:13.532148
U074,R176,4,2025-04-26 11:16:13.532152
U070,R102,1,2025-01-25 11:16:13.532156
U100,R136,5,2025-04-16 11:16:13.532160
U068,R082,3,2024-12-22 11:16:13.532164
U084,R027,5,2025-02-27 11:16:13.532168
U075,R114,4,2025-06-04 11:16:13.532172
U047,R001,1,2024-12-13 11:16:13.532176
U012,R197,2,2025-01-21 11:16:13.532180
U047,R113,2,2025-05-19 11:16:13.532184
U021,R150,3,2025-04-29 11:16:13.532188
U039,R014,2,2025-05-31 11:16:13.532192
U030,R072,4,2024-08-29 11:16:13.532196
U006,R030,3,2024-08-07 11:16:13.532200
U064,R197,5,2025-04-06 11:16:13.532204
U046,R145,1,2024-10-02 11:16:13.532208
U074,R096,1,2024-12-08 11:16:13.532212
U017,R133,4,2024-07-20 11:16:13.532216
U072,R171,5,2025-02-16 11:16:13.532220
U098,R067,4,2024-08-18 11:16:13.532224
U018,R133,2,2025-03-06 11:16:13.532229
U057,R177,4,2025-02-05 11:16:13.532233
U089,R179,5,2025-06-13 11:16:13.532238
U040,R045,3,2025-06-02 11:16:13.532242
U034,R183,3,2025-05-24 11:16:13.532246
U018,R109,1,2024-09-20 11:16:13.532250
U055,R022,1,2024-08-14 11:16:13.532254
U021,R151,2,2025-04-22 11:16:13.532260
U004,R068,1,2025-02-12 11:16:13.532264
U074,R056,1,2024-08-16 11:16:13.532268
U082,R030,1,2025-03-22 11:16:13.532272
U043,R138,3,2024-12-30 11:16:13.532276
U052,R136,2,2025-01-29 11:16:13.532280
U055,R188,1,2025-02-15 11:16:13.532284
U039,R087,1,2024-10-31 11:16:13.532288
U038,R107,2,2025-01-27 11:16:13.532292
U058,R103,2,2025-01-29 11:16:13.532296
U057,R033,2,2025-03-16 11:16:13.532300
U025,R200,3,2025-05-27 11:16:13.532304
